B12B111,Rear Driver B-PILLAR Potentiometer Short (High)
B12B213,Rear Passenger B-PILLAR Potentiometer Open (Low)
B12B311,Rear Passenger B-PILLAR Potentiometer Short (High)
B12B411,Duct sensor short (Low) – Def
B12B513,Duct sensor open (High) – Def
B130187,Steering Angle Signal Fault
B130287,TGS Signal Fault
B130387,Accelerator pedal signal fault
B130487,Engine state signal fault
B130587,Yaw Rate Sensor Signal Fault
B130687,Brake pedal signal fault
B130887,Lamp Function Signal Fault
B131087,IFS Control Mode signal fault
B131187,Front Camera signal fault
B131287,LED Tell-Tale Signal Fault
B132000,WCS(Weight Classification System) communication line short to Ground
B132100,OCS short to Battery or No Response
B132200,WCS(Weight Classification System) ECU Defect
B132300,WCS(Weight Classification System)Sensor Mat Defect
B132400,WCS(Weight Classification System)Communication Error
B132500,WCS(Weight Classification System)Wrong ID
B132600,FIS(Front Impact Sensor)-Driver Short to Ground
B132700,FIS(Front Impact Sensor)-Driver Short to Battery
B132800,FIS(Front Impact Sensor)-Driver Defect
B132900,FIS(Front Impact Sensor)-Driver Communication error
B133000,FIS(Front Impact Sensor)-Driver Wrong ID
B133100,FIS(Front Impact Sensor)-Passenger Short to Ground
B133200,FIS(Front Impact Sensor)-Passenger Short to Battery
B133300,FIS(Front Impact Sensor)-Passenger Defect
B133400,FIS(Front Impact Sensor)-Passenger Communication error
B133500,FIS(Front Impact Sensor)-Passenger Wrong ID
B133600,FIS(Front Impact Sensor)-Center Short to Ground
B133700,FIS(Front Impact Sensor)-Center Short to Battery
B133800,FIS(Front Impact Sensor)-Center Defect
B133900,FIS(Front Impact Sensor)-Center Communication error
B134000,FIS(Front Impact Sensor)-Center Wrong ID
B134100,Remote Crash Sensors Cross Coupling
B134200,Passive Sensors Cross Coupling
B134500,Driver Airbag open
B134600,Driver Airbag Resistance too High (1st stage)
B134700,Driver Airbag Resistance too Low (1st stage)
B134800,Driver Airbag resistance circuit short to Ground (1st stage)
B134900,Driver Airbag resistance circuit short to Battery (1st stage)
B134A00,Remote Impact Sensor short to Ground
B134A00,Windshield Airbag-Driver Resistance too High
B134B00,Remote Impact Sensor short to Battery
B134B00,Windshield Airbag-Driver Resistance too Low
B134C00,Remote Impact Sensor short defect
B134C00,Windshield Airbag-Driver Resistance Circuit Short to Ground
B134D00,Windshield Airbag-Driver Resistance Circuit Short to Battery
B134D00,Remote Impact Sensor communication error
B134E00,Remote Impact Sensor Wrong ID
B135100,Passenger Airbag Open
B135200,Passenger Airbag Resistance too High (1st Stage)
B135300,Passenger Airbag Resistance too Low (1st stage)
B135400,Passenger Airbag Resistance Circuit Short to Ground (1st Stage)
B135500,Passenger Airbag Resistance Circuit Short to Battery (1st Stage)
B135600,Rear airbag resistance too Low
B135600,Front Center Side Airbag Resistance too High
B135700,Rear airbag resistance too High
B135700,Front Center Side Airbag Resistance too Low
B135800,Rear airbag resistance circuit short to Ground
B135800,Front Center Side Airbag Resistance Circuit Short to Ground
B135900,Rear airbag resistance circuit short to Battery
B135900,Front Center Side Airbag Resistance Circuit Short to Battery
B135A00,Rear Center Side Airbag Resistance too High
B135B00,Rear Center Side Airbag Resistance too Low
B135C00,Rear Center Side Airbag Resistance Circuit Short to Ground
B135D00,Rear Center Side Airbag Resistance Circuit Short to Battery
B136000,Pretensioner front-Driver Open
B136100,Pretensioner Front-Driver Resistance too High
B136200,Pretensioner Front-Driver Resistance too Low
B136300,Pretensioner front-Driver resistance circuit short to Ground
B136400,Pretensioner front-Driver resistance circuit short to Battery
B136600,Pretensioner Front-Passenger Open
B136700,Pretensioner Front-Passenger Resistance too High
B136800,Pretensioner Front-Passenger Resistance too Low
B136900,Pretensioner Front-Passenger Resistance Circuit Short to Ground
B136A00,Pretensioner Rear-Driver Resistance too High
B136B00,Pretensioner Rear-Driver too Low
B136C00,Pretensioner Rear-Driver Circuit Short to Ground
B136D00,Pretensioner Rear-Driver Circuit Short to Battery
B136E00,Pretensioner Rear-Passenger Resistance too High
B136F00,Pretensioner Rear-Passenger too Low
B137000,Pretensioner Front-Passenger Resistance Circuit Short to Battery
B137100,STPS(Seat Track Position Sensor)-Driver instability
B137200,STPS(Seat Track Position Sensor)-Passenger Instability
B137300,Passenger airbag active vent resistance too high
B137400,Passenger airbag active vent resistance too low
B137500,Passenger airbag active vent resistance circuit to Ground
B137600,Passenger airbag active vent resistance circuit to Battery
B137700,Side Airbag Front-Driver open
B137800,Side Airbag Front-Driver Resistance too High
B137900,Side Airbag Front-Driver Resistance too Low
B137A00,Pretensioner Rear-Passenger Circuit Short to Ground
B137B00,Pretensioner Rear-Passenger Circuit Short to Battery
B137C00,Windshield Airbag-Passenger Resistance too High
B137C00,ACU Telltale Lamp CAN Message Error
B137D00,Windshield Airbag-Passenger Resistance too Low
B137D00,Telltale Lamp Circuit Failure
B137E00,Windshield Airbag-Passenger Resistance Circuit Short to Ground
B137E00,ACU & Telltale Lamp CAN Message Mismatch
B137F00,Windshield Airbag-Passenger Resistance Circuit Short to Battery
B137F00,Telltale Lamp CAN Message Invalid
B138000,Side Airbag Front-Driver Resistance Circuit Short to Ground
B138100,Side Airbag Front-Driver Resistance Circuit Short to Battery
B138200,Side Airbag Front-Passenger Resistance too High
B138300,Side Airbag Front-Passenger Resistance too Low
B138400,Side Airbag Front-Passenger Resistance Circuit Short to Ground
B138500,Side Airbag Front-Passenger Resistance Circuit Short to Battery
B138600,Side Airbag Front-Passenger open
B138700,STPS(Seat Track Position Sensor)-Driver Short or Short to Ground
B138800,STPS(Seat Track Position Sensor)-Driver Open or Short to Battery
B138900,STPS(Seat Track Position Sensor)-Driver Defect
B138A00,Telltale Lamp CAN Message Timeout
B138A00,Windshield Airbag-Center Resistance too High
B138B00,Telltale Lamp CAN Message Timeout by CAN Bus off
B138B00,Windshield Airbag-Center Resistance too Low
B138C00,Windshield Airbag-Center Resistance Circuit Short to Ground
B138D00,Windshield Airbag-Center Resistance Circuit Short to Battery
B139000,STPS(Seat Track Position Sensor)-Passenger Short or Short to Ground
B139100,STPS(Seat Track Position Sensor)-Passenger Open or Short to Battery
B139200,STPS(Seat Track Position Sensor)-Passenger Defect
B139300,Empty seat Re-zero failure
B139400,Clear all existing PODS faults failure
B139500,Cross coupling
B139600,STPS(Seat Track Position Sensor)-Driver Open or Short to Ground
B139700,STPS(Seat Track Position Sensor)-Driver Short or Short to Battery
B139800,STPS(Seat Track Position Sensor)-Passenger Open or Short to Ground
B139900,STPS(Seat Track Position Sensor)-Passenger Short or Short to Battery
B139A00,Hood Lifter-LH Resistance too High
B139B00,Hood Lifter-LH Resistance too Low
B139C00,Hood Lifter-LH Resistance Circuit Short to Ground
B139D00,Hood Lifter-LH Resistance Circuit Short to Battery
B140000,SIS(Side Impact Sensor) Front-Driver defect
B140100,SIS(Side Impact Sensor)Front-Driver Circuit Short to Ground
B140200,SIS(Side Impact Sensor)Front-Driver Circuit Short to Battery
B140300,SIS(Side Impact Sensor)Front-Passenger Defect
B140400,SIS(Side Impact Sensor)Front-Passenger Circuit Short to Ground
B140500,SIS(Side Impact Sensor)Front-Passenger Circuit Short to Battery
B140600,PPD(Passenger Presence Detection system)front-Passenger defect
B140700,PPD(Passenger Presence Detection system)front-Passenger communication error
B140900,SIS(Side Impact Sensor) Front-Driver Communication Error
B141000,SIS(Side Impact Sensor) Front-Passenger Communication Error
B141200,SIS(Side Impact Sensor)Rear-Driver Communication error
B141300,SIS(Side Impact Sensor)Rear-Passenger Communication error
B141400,SIS(Side Impact Sensor) Front-Driver Wrong ID
B141500,SIS(Side Impact Sensor) Front-Passenger Wrong ID
B141600,SIS(Side Impact Sensor)Rear-Driver Wrong ID
B141700,SIS(Side Impact Sensor)Rear-Passenger Wrong ID
B141800,SIS(Side Impact Sensor)Rear-Driver Defect
B141900,SIS(Side Impact Sensor)Rear-Passenger Defect
B142100,Rear airbag Driver resistance too High
B142200,Rear airbag Driver resistance too Low
B142300,Rear airbag Driver circuit short to Ground
B142400,Rear airbag Driver circuit short to Battery
B142500,Rear airbag Passenger resistance too High
B142600,Rear airbag Passenger resistance too Low
B142700,Rear airbag Passenger circuit short to Ground
B142800,Rear airbag Passenger circuit short to Battery
B142900,Side Airbag Rear-Driver Resistance too High
B143000,Side Airbag Rear-Driver Resistance too Low
B143100,Side Airbag Rear-Driver Resistance Circuit Short to Ground
B143200,Side Airbag Rear-Driver Resistance Circuit Short to Battery
B143300,Side Airbag Rear-Passenger Resistance too High
B143400,Side Airbag Rear-Passenger Resistance too Low
B143500,Side Airbag Rear-Passenger Resistance Circuit Short to Ground
B143600,Side Airbag Rear-Passenger Resistance Circuit Short to Battery
B143700,Hood Lifter-RH Resistance too High
B143800,Hood Lifter-RH Resistance too Low
B143900,Hood Lifter-RH Resistance Circuit Short to Ground
B143A00,Hood Lifter-RH Resistance Circuit Short to Battery
B143B00,Hood Lifter-LATCH Resistance too High
B143C00,Hood Lifter-LATCH Resistance too Low
B143D00,Hood Lifter-LATCH Resistance Circuit Short to Ground
B143E00,Hood Lifter-LATCH Resistance Circuit Short to Battery
B144000,OC(Occupant Classification)Communication Line Short to Ground
B144100,OC(Occupant Classification)-Driver Short to Battery or No Response
B144200,OC(Occupant Classification)-Driver ECU Defect
B144300,OC(Occupant Classification)-Driver Sensor Mat Defect
B144400,OC(Occupant Classification)-Driver Communication Error
B144500,OC(Occupant Classification)-Driver Wrong ID
B144600,OCS(Occupant Classification System) short to Battery or No Response
B144700,OCS(Occupant Classification System) Defect
B144800,OCS(Occupant Classification System) Mat Defect
B144900,OCS(Occupant Classification System) Communication Error
B145000,OCS(Occupant Classification System) Wrong ID
B145100,SIS(Side Impact Sensor)rear-Driver Circuit Short to Ground
B145200,SIS(Side Impact Sensor)Rear-Driver Circuit Short to Battery
B145400,SIS(Side Impact Sensor)Rear-Passenger Circuit Short to Ground
B145500,SIS(Side Impact Sensor)Rear-Passenger Circuit Short to Battery
B146100,Front PPD(Passenger Presence Detection system)short
B146200,Front PPD(Passenger Presence Detection system)open
B146300,Front PPD(Passenger Presence Detection system)short to Ground
B146400,Front PPD(Passenger Presence Detection system)short to Battery
B146500,PPD(Passenger Presence Detection system)rear-Driver short
B146600,PPD(Passenger Presence Detection system)rear-Driver open
B146700,PPD(Passenger Presence Detection system)rear-Drvier short to Ground
B146800,PPD(Passenger Presence Detection system)rear-Driver short to Battery
B146900,PPD(Passenger Presence Detection system)rear-Passenger short
B147000,PPD(Passenger Presence Detection system)rear-Passenger open
B147100,PPD(Passenger Presence Detection system)rear-Passenger short to Ground
B147200,PPD(Passenger Presence Detection system)rear-Passenger short to Battery
B147300,Inflatable Curtain Airbag Driver Resistance too High
B147400,Inflatable Curtain Airbag Driver Resistance too Low
B147500,Inflatable Curtain Airbag Driver Resistance Circuit Short to Ground
B147600,Inflatable Curtain Airbag Driver Resistance Circuit Short to Battery
B147700,Inflatable Curtain Airbag Passenger Resistance too High
B147800,Inflatable Curtain Airbag Passenger Resistance too Low
B147900,Inflatable Curtain Airbag Passenger Resistance Circuit Short to Ground
B148000,Inflatable Curtain Airbag Passenger Resistance Circuit Short to Battery
B148100,Driver Airbag Resistance too High(2nd stage)
B148200,Driver Airbag Resistance too Low(2nd stage)
B148300,Driver Airbag Resistance Circuit Short to Ground(2nd stage)
B148400,Driver Airbag Resistance Circuit Short to Battery(2nd stage)
B148500,Passenger Airbag Resistance too High(2nd stage)
B148600,Passenger Airbag Resistance too Low(2nd stage)
B148700,Passenger Airbag Resistance Circuit Short to Ground(2nd stage)
B148800,Passenger Airbag Resistance Circuit Short to Battery(2nd stage)
B148900,PODS(Passenger Occupant Detecting System) ECU Defect
B149000,OCS(Occupant Classification System) Defect
B149000,ODS(Occupant Detection Sensor) Defect
B149100,PODS(Passenger Occupant Detecting System)ECU supply voltage too Low
B149200,PODS(Passenger Occupant Detecting System)short to Battery
B149300,OCS(Occupant Classification System) Communication error
B149300,ODS(Occupant Detection Sensor) Communication error
B149400,OCS(Occupant Classification System) Wrong ID
B149400,ODS(Occupant Detection Sensor) Wrong ID
B149500,BTS(Belt-Tension Sensor) Defect
B149600,OCS Not calibrated
B149654,OCS Not calibrated
B149711,CO2 Sensor Short (Low)
B149813,CO2 Sensor Open (High)
B149907,ALR Defect
B14A000,RH Drive Unit Sensor 1 Stuck High
B14A100,RH Drive Unit Sensor 1 Stuck Low
B14A200,RH Drive Unit Sensor 2 Stuck High
B14A300,RH Drive Unit Sensor 2 Stuck Low
B14A400,LH Drive Unit Sensor 1 Stuck High
B14A500,LH Drive Unit Sensor 1 Stuck Low
B14A600,LH Drive Unit Sensor 2 Stuck High
B14A700,LH Drive Unit Sensor 2 Stuck Low
B14A800,RH PSD Drive Unit Failure(No Movement)
B14A900,LH PSD Drive Unit Failure(No Movement)
B14AC03,G-Sensor Angle Range Error
B14AD03,G-Sensor Signal Error
B14AE00,ODS(Occupant Detection Sensor) Vehicle ID Communication error
B151100,Buckle Switch Driver open or short to Battery
B151200,Buckle Switch Driver short or short to Ground
B151300,Buckle Switch Passenger open or short to Battery
B151400,Buckle Switch Passenger short or short to Ground
B151500,Buckle Switch Driver Defect
B151600,Buckle Switch Passenger Defect
B151700,Buckle Switch Driver Instability
B151800,Buckle Switch Passenger instability
B152100,Buckle Switch Driver Short or Short to Battery
B152200,Buckle Switch Driver Open or Short to Ground
B152300,Buckle Switch Passenger short or short to Battery
B152400,Buckle Switch Passenger Open or Short to Ground
B152700,Passenger airbag On/Off switch open or short to Battery
B152800,Passenger airbag On/Off switch short or short to Ground
B152900,Passenger airbag On/Off switch defect
B153000,Passenger airbag On/Off switch instability
B153100,Buckle Switch Rear-Driver Open or Short to Battery
B153200,Buckle Switch Rear-Driver Short or Short to Ground
B153300,Buckle Switch Rear-Passenger Open or Short to Battery
B153400,Buckle Switch Rear-Passenger Short or Short to Ground
B153500,Buckle Switch Rear-Driver Defect
B153600,Buckle Switch Rear-Passenger Defect
B158000,Ignition start switch short to battery
B158100,Ignition Switch Error
B158600,Chime Open or Short to Battery
B158700,Chime Short to Ground
B159487,M/F Auto Position Signal Fault
B159587,Front Fog Signal Fault
B15A000,RH Outside Handle Switch Short Low
B15A100,RH Inside Handle Open Switch Short Low
B15A200,LH Outside Handle Switch Short Low
B15A300,LH Inside Handle Open Switch Short Low
B15A400,RH Latch Signal Failure
B15A500,LH Latch Signal Failure
B15A600,RH Inside Handle Close Switch Short Low
B15A700,LH Inside Handle Close Switch Short Low
B160200,CAN Line Error
B160200,CAN Error
B160300,CAN BUS OFF
B160300,CAN Bus OFF (B-CAN)
B160388,CAN Bus OFF
B160400,CAN Time-Out BCM
B160500,CAN Time-Out DDM
B160500,CAN timeout between IPM and DDM
B160600,CAN timeout between IPM and ADM
B160600,CAN Time-Out ADM
B160700,CAN timeout between IPM and PSM
B160700,CAN Time-Out P/SEAT
B160800,CAN timeout between IPM and SCM
B160800,CAN Time-Out TILT/TELE
B160900,CAN Time-Out SJB, FSJB
B160908,CAN Time-Out SJB, FSJB
B160A00,CAN Time-out RSJB
B160C88,Lost Communication with PTC
B160F00,IAU Local CAN Bus OFF
B161500,Data out to basestation short to Ground or open circuit
B161600,Data out to basestation short to Battery
B161700,Data in from basestation short to Ground
B161800,Data in from basestation disconnected
B161900,Basestation antenna failed
B161A00,SVM ECU Internal Failure
B161A00,AVM Internal Trouble
B161A00,MCS Internal Trouble
B161AXX,MCS Internal Trouble
B161AXX,AVM Internal Trouble
B161B00,LIN Error AIMSSW
B161C00,LIN Error AHI-CON
B161D00,LIN Error ACCSM
B161E00,Rear View Camera Internal Failure
B161E00,PGS Internal Trouble
B161EXX,PGS Internal Trouble
B161F00,Rear View Camera Input Failure
B161F00,Camera Input Error
B161FXX,Camera Input Error
B162000,Internal fault-Replace SRSCM
B162000,Internal Fault-Replace ECU
B162100,ECU hardware
B162100,SRSCM Hardware Fault
B162100,ECU Hardware Error
B162101,ECU hardware
B162101,ECU Hardware Error
B162200,SRSCM software fault
B162248,ECU Software Error
B162248,ECU Software
B162300,SRSCM error or wrong checksum
B162400,Active Hood Lift System ECU Internal Failure
B162500,ECM Reception error or ECM data error
B162500,ECM Communication Data Failure
B162600,No SRSCM request
B162800,Module Configuration Conflict
B162900,LIN Channel1 Reception Error
B162A00,WMM LIN Fault
B162B00,Wiper Motor Module Teaching Error
B162C00,Camera Power Line Short
B162C00,Wide View Camera Power Line Short
B162CXX,Camera Power Line Short
B162D00,CAN Time-Out SLB
B162E00,CAN Time-Out PFSU
B163000,LIN Channel1 Transmission Error
B163100,LIN Communication Error - FL SPW
B163200,LIN Communication Error - FR SPW
B163300,LIN Communication Error - RL SPW
B163400,LIN Communication Error - RR SPW
B163600,LIN Error
B163688,LIN Error
B163700,System Not Initialized
B163754,System Not Initialized
B163887,CAN Time-Out Air Suspension
B163981,LIN communication error DBL(Dynamic Bending Light) Left
B163A00,LIN Channel2 Reception Error
B163B00,LIN Channel2 Transmission Error
B163C00,LIN Channel3 Reception Error
B163D00,LIN Channel3 Transmission Error
B163E00,RSM LIN Fault
B163F00,Siren LIN Fault
B164000,CAN Time-Out MFSW
B164000,CAN timeout between IPM and MFSW
B164400,CAN Time-Out ACU
B164800,CAN Time-Out ODS
B164900,Crash Recorded - Rollover event (Replace SRSCM)
B164A00,All ECUs of B-CAN are absent
B164B00,All ECUs of M-CAN are absent
B164C00,CAN Time-Out IBU
B164C86,CAN Time-Out IBU
B164D00,CAN Time-Out WPC
B164E00,CAN Time-Out RWPC
B164F00,CAN Time-Out IAU
B165000,Crash Recorded in 1st Stage Only(Frontal-Replace SRSCM)
B165100,Crash Recorded in Driver Side Airbag(Replace SRSCM)
B165200,Crash Recorded in Passenger Side Airbag(Replace SRSCM)
B165300,Crash recorded in rear-Driver side airbag(Replace SRSCM)
B165400,Crash recorded in rear-Passenger side airbag(Replace SRSCM)
B165500,Crash recorded (Side - Replace SRSCM)
B165600,Fault Memory Full
B165700,Crash Recorded in Belt Pretensioner only
B165800,Belt Pretensioner 6 times Deployment
B165900,Rear Crash Detected
B165A00,BLE Module Fault
B165B00,IAU ECU I2C Error
B165C00,IAU Teaching Error(w/IBU)
B165E00,LIN communication Error - Glass
B165F00,LIN communication Error - Blind
B166000,Crash recorded in Driver Airbag(Replace SRSCM)
B166100,Parameter Fault And Missing
B166146,Parameter Fault And Missing
B166200,Crash recorded in Driver belt Pretensioner
B166300,Crash recorded in Passenger Airbag(Replace SRSCM)
B166400,Crash recorded in Passenger belt pretensioner
B166500,Vehicle Speed Information Error
B166600,Windshield Airbag Deployment Commanded
B166700,Hood Lifter Deployment Commanded
B166800,Outside Temperature Information Error
B166900,CAN Time-Out HSWS
B166A00,IAU LIN Communication Error (FP)
B166B00,IAU FPM Error (SSB)
B166C00,IAU FPM Error (Door HDL)
B166D00,Front Left Door Handle Module Fault
B166E00,Front Right Door Handle Module Fault
B166F00,IAU Teaching with FPM Error
B167000,Crash recorded in full stage(Frontal-Replace SRSCM)
B167288,APT Sensor Fault - CAN Signal
B167500,Crash Output error
B167600,Crash Recorded in Driver Side Restraint System With Frontal Crash (Replace ECU)
B167700,Crash Recorded in Passenger Side Restraint System With Frontal Crash (Replace ECU)
B167700 ,Crash Recorded in Passenger Side Restraint System With Frontal Crash (Replace ECU)
B167800,Scrap Recorded (Replace ECU)
B167A00,CAN Time-Out EASM
B167B00,CAN Time-Out EDSM
B167C00,Driver Side Rear Door Handle Antenna Failure
B167D00,Passenger Side Rear  Door Handle Antenna Failure
B167E00,SMK ACC Auto Off Factory Mode Unclear
B167F00,BLE LIN BUS OFF
B168100,Serial LH Communication Error
B168300,Exceed Maximum Coding Number
B168400,Not Configured Device is Detected
B168588,Engine RPM fault - CAN Signal
B168688,Vehicle Speed Sensor Fault - CAN Signal
B168788,Engine Coolant Temperature Sensor Fault - CAN Signal
B168816,Cluster Ionizer Fault
B168900,CAN timeout between SMK and PDM
B168A00,CAN Time-Out SMK
B168B00,CAN Time-Out APSM
B168C00,CAN Time-Out ARS
B168E00,CAN Time-Out PTGM
B169117,D/CLOCK Reference high
B169216,D/CLOCK Reference low
B16931C,Ambient temperature sensor fault(D/CLOCK Only)
B169414,Ambient temperature sensor open/short(D/CLOCK Only)
B169588,CAN Time-Out Comp
B169688,COMP Oper. State Error
B169787,ACU Communication error
B169800,CAN timeout between IPM and SWRC
B169800,CAN Time-Out SWRC
B169900,CAN Time-Out AV/AVN(HU)
B169A00,LIN Error DIMSSW
B169B00,LIN Error LHI-CON
B169C00,LIN Error RLDM
B169D00,LIN Error RRDM
B169E00,LIN Error DCCSM
B16A088,Sidemirror Ambient Sensor Fault - CAN Signal
B16A188,Photo Sensor Signal - LH Fault - CAN Signal
B16A288,Photo Sensor Signal - RH Fault - CAN Signal
B16A413,ECV Fault
B16A500,CAN Limphome Error
B16A600,Engine Status CAN Failure
B16A700,Camera Video Output Error
B16A700,Rear View Camera Output Failure
B16A800,Interior Antenna #1 Failure
B16A900,Interior Antenna #2 Failure
B16AA00,Interior Antenna #3(Trunk Antenna : Sedan Type) Failure
B16AB00,Rear Bumper Antenna Failure
B16AC00,Driver Side Door Handle Antenna Failure
B16AD00,Passenger Side Door Handle Antenna Failure
B16AE00,Hat Shelf Antenna Failure
B16AF00,Front Bumper Antenna Failure(RSPA Option, Remote Smart Parking Assist)
B16B000,RL Door Curtain - Non Initialization
B16B100,RR Door Curtain - Non Initialization
B16B200,WPC ECU Internal Error
